dance_style,dance_type,search_query,video_id,video_url,title,description,channel,published_at,view_count,like_count,comment_count,duration,num_comments_retrieved,comment_sentiment,comment_sentiment_avg_compound,comment_sentiment_comment_count
Khaleeji,Belly dance,Belly dance Khaleeji tutorial,aQeeDzm3Q_s,https://www.youtube.com/watch?v=aQeeDzm3Q_s,Khaliji Tutorial - 6 Basic Steps,"Take it easy, as for many ladies find hard to learn this style, but on this tutorial you will start from step by step, please training until ...",Belly Art Dubai,2019-08-01T05:38:12Z,42776,867,23,PT5M26S,10,positive,0.6,10.0
Krumping,Street dance,Street dance Krumping tutorial,L1AawHCaeyQ,https://www.youtube.com/watch?v=L1AawHCaeyQ,How to create ideas? | KRUMP DANCE TUTORIAL,Use this link to see the latest information about my online trainings! I'll be glad to help you start with krump or take your skills to the ...,SERGII KRUMP ,2025-03-25T18:07:03Z,4436,335,18,PT16M32S,10,positive,1.0,10.0
Lambada,Latin dance,Latin dance Lambada tutorial,8nhqnxirY9o,https://www.youtube.com/watch?v=8nhqnxirY9o,Lambada dance tutorial,Lambada dance tutorial How to dance lambada (     VÁ NAS CONFIGURAÇÕES DO VÍDEO PARA ASSISTIR COM LEGENDAS ...,That Brazilian Couple,2020-11-15T22:00:00Z,264424,8944,391,PT5M54S,10,positive,1.0,10.0
Lindy Hop,Swing dance,Swing dance Lindy Hop tutorial,_OL81O0ZkB0,https://www.youtube.com/watch?v=_OL81O0ZkB0,SWING DANCE CLASS - Lindy Hop 1,"Hey there! This is our First Lindy Hop class, basic steps! How to start dancing Lindy Hop and swing music! A short class dedicated ...",Dimitri & Alexsia,2021-07-02T10:30:12Z,90453,1383,12,PT9M16S,10,positive,1.0,20.0
Line dance,Social dance,Social dance Line dance tutorial,bXTVQi2xzx4,https://www.youtube.com/watch?v=bXTVQi2xzx4,Yolanda Line Dance - Tutorial - Step and Repeat / Yolanda - Pastor Lopez &amp; Su Combo,Simple line dance for fun occasions to dance with family and friends! Enjoy! Song : Yolanda Artist: Pastor Lopez & Su Combo.,Social Line Dancing,2023-06-26T15:47:04Z,69075,583,37,PT4M35S,10,positive,1.0,10.0
Litefeet,Street dance,Street dance Litefeet tutorial,-IdY7BQTCWs,https://www.youtube.com/watch?v=-IdY7BQTCWs,50 CLASSIC LITE FEET MOVES w/ E SOLO,IG/Twitter: @ArtefaktLife www.ArtefaktLife.com.,Artefakt TV,2019-03-14T15:51:40Z,198815,8247,120,PT6M3S,10,positive,0.6,10.0
Liturgical dance,Other,Other Liturgical dance tutorial,r-cmU09MnYM,https://www.youtube.com/watch?v=r-cmU09MnYM,Liturgical Dance 101 : Basic Dance Moves,God bless you !! I am honored that you have chosen to watch this video. I'm this video I go over some basic steps that you can use ...,Dancing By Faith,2020-07-17T18:59:09Z,152736,5763,311,PT8M42S,10,positive,1.0,10.0
Locking,Street dance,Street dance Locking tutorial,y7_cQiktu7Y,https://www.youtube.com/watch?v=y7_cQiktu7Y,LOCKING DANCE | VIDEO TUTORIAL [23 Locking Basics + 8 Locking Combos] FOR BEGINNERS!,Locking Basics: 1. Strong Man/Up 2. Lock 3. Twirl 4. Pace 5. Point 6. Five/Clap 7. Volkswagen 8. Scooby Doo 9. Skeeter Rabbit 10 ...,Funky Bros Locking,2020-04-18T15:39:43Z,319060,10472,179,PT8M8S,10,positive,0.9,10.0
Lyrical dance,Other,Other Lyrical dance tutorial,3PO6oa1U0wk,https://www.youtube.com/watch?v=3PO6oa1U0wk,JUNIOR LYRICAL DANCE TUTORIAL - Samuel Dominic (LEARN AT HOME),Hey Guys! I'm super excited to bring you this Junior Lyrical combination choreographed by myself and assisted by Ashleigh Dean!,Samuel Dominic,2020-04-11T05:30:22Z,63658,2325,22,PT14M25S,10,positive,0.8,10.0
Lyrical hip-hop,Street dance,Street dance Lyrical hip-hop tutorial,FUhi0Ki74fY,https://www.youtube.com/watch?v=FUhi0Ki74fY,Learn to Dance: Lyrical Hip Hop - So You Think You Can Dance - BBC,Subscribe and to the BBC https://bit.ly/BBCYouTubeSub Watch the BBC first on iPlayer https://bbc.in/iPlayer-Home ...,BBC,2010-01-22T16:45:48Z,289457,1500,45,PT10M38S,10,positive,0.8,10.0
Maculelê,Latin dance,Latin dance Maculelê tutorial,tfZlCFbkXys,https://www.youtube.com/watch?v=tfZlCFbkXys,Maculele English Transaltions,Easy basic translations into English of some Maculele songs. All songs in Capoeira Zoador Group Manual Let me know if you ...,Capoeira Mestre Sucuri,2022-03-20T06:38:01Z,13,1,0,PT11M13S,0,,0.0,
Madison,Novelty and fad dances,Novelty and fad dances Madison tutorial,BOaCq1He6Tg,https://www.youtube.com/watch?v=BOaCq1He6Tg,HOW TO DO &quot;OWN BRAND FREESTYLE&quot; DANCE AKA &quot;I AIN&#39;T EVER BEEN WITH A BADDIE&quot; (EASY TIKTOK TUTORIAL),"The EASIEST TikTok dance tutorial you'll ever come across I love this TikTok dance and song called ""Own Brand Freestyle"" by ...",Learn How To Dance,2021-12-08T21:23:35Z,77602,1330,37,PT11M39S,10,positive,0.7,10.0
Mambo,Latin dance,Latin dance Mambo tutorial,4JcLQG6-FN0,https://www.youtube.com/watch?v=4JcLQG6-FN0,7 Best Beginner Mambo Dance Steps,This beginner mambo tutorial will teach you the steps for the classic mambo dance. From the basic footwork to the more advanced ...,Social Dance Online,2023-10-09T21:00:02Z,74488,724,12,PT11M55S,9,positive,0.6667,9.0
Medieval dance,Historical dance,Historical dance Medieval dance tutorial,SdDSPEvs_KI,https://www.youtube.com/watch?v=SdDSPEvs_KI,Amazing Medieval Dance Lessons in Sighișoara Romania 2021 / Rafael Learns Historical Dance,Amazing Medieval Dance Lessons in Sighișoara / Rafael Learns Historical Dance Few Month Ago.,ASMR Queen,2021-08-03T06:51:53Z,149,11,11,PT6M7S,10,positive,0.8,10.0
Merengue,Latin dance,Latin dance Merengue tutorial,daaHi0jtHlw,https://www.youtube.com/watch?v=daaHi0jtHlw,"Five(ish) Minute Dance Lesson: Merengue, Level 1","Have you ever wanted to take a Latin Dance class but didn't have enough time? In this podcast, Latin Dance instructors Ricardo ...",Kennedy Center Education Digital Learning,2013-03-29T15:27:57Z,488708,3875,55,PT5M12S,10,positive,0.7,10.0
Milonga,Latin dance,Latin dance Milonga tutorial,-UqAnPyFK4M,https://www.youtube.com/watch?v=-UqAnPyFK4M,Paso BÁSICO de la MILONGA en Pareja (Baldosa Paso básico),LA BALDOSA para BAILAR MILONGA en Pareja explicada paso a paso desde el Salón Pugliese de Barcelona. Si quieres ...,unComo,2020-02-06T18:30:00Z,146165,2934,66,PT6M52S,10,positive,1.0,10.0
Modern Jive,Swing dance,Swing dance Modern Jive tutorial,jlY_nxpQJIQ,https://www.youtube.com/watch?v=jlY_nxpQJIQ,"Jive Dance ||| Jive Basic Step || Jive Footwork, Timing &amp; Technique | Beginner Jive Dance Tutorial",Please consider supporting me on Patreon: https://www.patreon.com/dancesportexplained My dance shoes - Women's: ...,DanceSport Explained with Mila,2021-02-18T03:32:37Z,69321,1128,21,PT4M25S,10,positive,1.0,10.0
Modern dance,Free and improvised dance,Free and improvised dance Modern dance tutorial,Thnvgf_3aoQ,https://www.youtube.com/watch?v=Thnvgf_3aoQ,How to Improv with Kathryn McCormick | All Levels Dance Class | CLI Studios,Improv can be mysterious and intimidating. But there are exercises dancers can use to get better and more confident when ...,CLI Studios,2021-06-30T23:40:45Z,27332,709,12,PT5M6S,10,positive,1.0,10.0
Moonwalk (Michael Jackson style),American,American Moonwalk (Michael Jackson style) tutorial,ozagJ6DYDUA,https://www.youtube.com/watch?v=ozagJ6DYDUA,How To Moonwalk For Beginners (Michael Jackson Dance Move) | Dance Tutorial #26 | Learn How To Dance,Even though we're in 2021 the moonwalk is still one of the greatest dance moves of all time! Michael Jackson is a true legend!,Learn How To Dance,2018-12-05T12:44:14Z,824303,12436,975,PT11M21S,10,positive,0.6,10.0
Odissi,Classical dance,Classical dance Odissi tutorial,3LdZOeBXg6U,https://www.youtube.com/watch?v=3LdZOeBXg6U,Odissi Basic Steps (Part-1),"The basic Odissi dance steps researched and developed by ""PURNANGA"" in accordance with the Guru Kelucharan Mahapatra's ...",PURNANGA The Odissi Research Foundation,2020-11-01T09:55:45Z,164265,3941,106,PT13M5S,10,positive,1.0,10.0
Oriental fusion,Belly dance,Belly dance Oriental fusion tutorial,wWL9aFwjpiY,https://www.youtube.com/watch?v=wWL9aFwjpiY,Global Fusion IG Challenge / Day 1 lesson by Olga Meos / Tribal Fusion Belly Dance class,bellydanceforbeginner #трайблурок #olgameos #bellydance #online #dancing #tribal #fusionbellydance ...,TribalPro,2022-01-22T07:55:26Z,62352,2978,100,PT19M5S,10,positive,1.0,20.0
Pasodoble,Latin dance,Latin dance Pasodoble tutorial,rrdKszMyWQk,https://www.youtube.com/watch?v=rrdKszMyWQk,Advanced Paso Doble Solo Practice Routine (Latin Dance Tutorial),"Hey guys, In this video Amanda demonstrates an advanced solo practice routine for International Paso Doble. First, she shows all ...",375 Dance Studio,2021-01-06T22:14:32Z,62093,1235,28,PT12M32S,10,positive,1.0,10.0
Perreo,Latin dance,Latin dance Perreo tutorial,IKcp8ibER-s,https://www.youtube.com/watch?v=IKcp8ibER-s,Basic Dance Moves ( reggaeton/hiphop ),Thanks You Very Much for Watching ! i hope you like this video and find it useful LINK for the song i use ...,Donaire Andara,2018-12-30T22:57:39Z,280111,6673,351,PT9M35S,10,positive,0.8,10.0
Pole dance,Other,Other Pole dance tutorial,nRmTT5JmIZA,https://www.youtube.com/watch?v=nRmTT5JmIZA,This is how to nail your AYESHA every time - Pole Dance Tutorial,Learn how to perform the Ayesha pole dance move. Holly from PoleFreaks breaks the move down step-by-step for us all to ...,PoleFreaks,2015-03-16T19:45:24Z,147763,1340,30,PT4M36S,10,positive,0.9,10.0
Popping,Street dance,Street dance Popping tutorial,MvbYzMbNuLo,https://www.youtube.com/watch?v=MvbYzMbNuLo,Popping Drills (Dance Moves Tutorials) Poppin John | MihranTV (@MIHRANKSTUDIOS),Dance Moves Tutorial for Popping Drills by Poppin John. Want more dance steps? Check out the Beginner Tutting Combo tutorial ...,MihranTV,2020-06-04T14:00:08Z,1301724,32771,530,PT11M9S,10,positive,0.8,10.0
Quebradita,Latin dance,Latin dance Quebradita tutorial,8jqOREn0jL8,https://www.youtube.com/watch?v=8jqOREn0jL8,BAILEMOS QUEBRADITA!,Aprende a bailar quebradita con la Academia de Baile Ritmo y Sabor sólo a través de La Pachanga Musical.,LaPachangaMusical,2013-10-03T17:10:52Z,540547,3711,49,PT12M29S,10,positive,1.0,10.0
Raqs Sharqi,Belly dance,Belly dance Raqs Sharqi tutorial,6ur6ge5fvk0,https://www.youtube.com/watch?v=6ur6ge5fvk0,Belly Dance Tutorial For Beginners!! Lesson 1 | Posture and Chest Circles | Dance with Meher Malik,"Learn the Basics of Belly Dancing with Meher Malik. In this lesson, Meher will show you the correct belly dancing posture and a ...",Studio Banjara,2018-03-20T10:21:50Z,4696859,106786,1970,PT8M24S,10,neutral,0.2,30.0
Regency dance,Historical dance,Historical dance Regency dance tutorial,h6CwIVK_SiE,https://www.youtube.com/watch?v=h6CwIVK_SiE,Dancing in Bridgerton Part 1: What Kinds of Dances Were Popular in Regency London?,0:00 Intro 0:24 Purpose of This Series 2:16 Country Dances 7:20 The Waltz 8:45 Quadrilles 10:02 Scoth Reels 10:56 Finishing ...,Tea with Cassiane,2021-08-11T16:00:20Z,12539,322,28,PT13M14S,10,positive,1.0,10.0
Rejang dance,Ceremonial dance,Ceremonial dance Rejang dance tutorial,zTquuJnJBnY,https://www.youtube.com/watch?v=zTquuJnJBnY,Reong Rejang Dewa,Apa kabar sahabat saya. Semoga hari-hari menyenangkan selalu. Ini sekelumit gamelan bali yang dipergunakan saat upacara ...,Blangbungkem,2018-09-29T12:32:49Z,584284,1697,104,PT7M57S,10,positive,0.7,10.0
Renaissance dance,Historical dance,Historical dance Renaissance dance tutorial,flRUtILU9Xo,https://www.youtube.com/watch?v=flRUtILU9Xo,How To Dance Like A Tudor,Dancing was a huge part of life at the Tudor Court in the 1500s. Gentlemen and ladies would learn a variety of dances from ...,Historic Royal Palaces,2025-06-11T14:01:04Z,83987,2791,102,PT6M30S,10,positive,0.6,10.0
Rhythmic Gymnastics,Other,Other Rhythmic Gymnastics tutorial,GnvzOjOg0sw,https://www.youtube.com/watch?v=GnvzOjOg0sw,rhythmic gymnastics GUIDE *unhelpful* | let&#39;s meet the gymnasts,"yes the format is kpop inspired, but it doesn't matter, this was actually edited so badly i am ssorry..but anyways i decided to make ...",kapricornss,2021-10-29T13:35:54Z,116184,2932,160,PT9M33S,10,positive,0.9,10.0
Rock and Roll,Swing dance,Swing dance Rock and Roll tutorial,YbZV7VJ1oCE,https://www.youtube.com/watch?v=YbZV7VJ1oCE,Basic four steps. Rock &#39;n&#39; Roll Basic Lesson #1.  Your first beginner lesson. Rockin&#39; Nagambie,"Chris & Christine from Rockin' Nagambie Vic, welcome you with your very first basic dance lesson. In this video you will learn the ...",Rockin' Nagambie,2020-03-30T22:33:49Z,304639,1985,50,PT6M23S,10,positive,1.0,10.0
Romani dance,Belly dance,Belly dance Romani dance tutorial,4H08dEetfsI,https://www.youtube.com/watch?v=4H08dEetfsI,"Learn Turkish Roma Dance, Free mini class with Iana, Basic Belly Movement of Turkish Romani dancing",Free mini tutorial/Part2/Basic Combination: https://www.youtube.com/watch?v=fSwBLTf8Qn4 Learn Turkish Roma Dance: ...,Iana Komarnytska,2015-02-23T05:50:22Z,132695,818,28,PT7M29S,10,positive,0.9,10.0
Round dance,Social dance,Social dance Round dance tutorial,q_fGrRqA9Js,https://www.youtube.com/watch?v=q_fGrRqA9Js,Lesson Two-Step 28 -  Strolling Vine,Strolling Vine is a Roundlab phase 3 Round Dance figure that is seen in many popular phase 2 dances. Strolling Vine is four ...,Dennis Viscanti,2024-04-13T16:26:58Z,3064,33,11,PT18M52S,6,positive,0.0,6.0
Rueda de Casino,Latin dance,Latin dance Rueda de Casino tutorial,WhYRzXQzB_k,https://www.youtube.com/watch?v=WhYRzXQzB_k,TUTORIAL DE RUEDA DE CASINO. &quot;LA MEGA RUEDA IMBATIBLE DE CASINO&quot;. RETOMANDO EL SON #tutorial,Tutorial de baile para la Mega Rueda IMBATIBLE que se realizará el próximo 26 de noviembre. . Requisito para participar: 1.,Retomando El Son Bailando Casino,2023-04-12T12:00:10Z,67894,1389,44,PT9M1S,10,positive,0.9,10.0
Rumba,Latin dance,Latin dance Rumba tutorial,gIc6TQIufL8,https://www.youtube.com/watch?v=gIc6TQIufL8,Izabela Dance - Tutorial 6 of 8 - Rumba,"If you like this Video you will love my new Rumba Dance Tutorial available on Udemy. Learn to dance the Rumba, with a Rumba ...",izabeladancelondon,2011-11-14T13:20:55Z,1046366,2895,68,PT8M18S,10,positive,1.0,10.0
Saidi,Belly dance,Belly dance Saidi tutorial,Q7VR-GtcNOk,https://www.youtube.com/watch?v=Q7VR-GtcNOk,Jillina&#39;s Tutorial - how to use a Belly Dance Saidi Stick or Cane,"Learn how to use a Belly Dance Saidi Stick or cane (Asaya) with my tutorial! I'll show you tips on holding, swinging, twirling, and ...",Jillina,2020-11-11T23:40:10Z,18834,740,33,PT6M27S,10,positive,1.0,10.0
Samba (Brazilian),Latin dance,Latin dance Samba (Brazilian) tutorial,4DZ00HB5ZV0,https://www.youtube.com/watch?v=4DZ00HB5ZV0,Samba no Pé - Aula 1,"Aqui você vai poder assistir vídeoaulas das mais diversas áreas do seu interesse, como aulas de dança, culinária, e muito mais!",Meu Prof Video Aula,2014-02-14T20:38:58Z,7135132,107924,1688,PT4M21S,10,negative,-0.3,20.0
Samba de Gafieira,Latin dance,Latin dance Samba de Gafieira tutorial,BSF3KTMOWFQ,https://www.youtube.com/watch?v=BSF3KTMOWFQ,Canal Dança Comigo - Samba de Gafieira - Pica-Pau,"Seja bem vindo! Aula de hoje: Samba de Gafieira - Pica-Pau Nossas vídeo aulas contem uma diversidade de temas, sejam ...",Canal Dança Comigo,2019-02-26T15:30:01Z,28924,1260,39,PT7M49S,10,positive,1.0,10.0
Samba de roda,Latin dance,Latin dance Samba de roda tutorial,KmAZuEgGOks,https://www.youtube.com/watch?v=KmAZuEgGOks,LEARN HOW TO DANCE SAMBA DE RODA,Follow me in: www.estilofaixa.com www.estilofaixa.Dk @mestrarenataefi @efibrazilchannel.,Mestrona Renata EFI,2021-01-13T06:45:49Z,1644,66,1,PT6M55S,1,positive,1.0,1.0
Samba enredo,Latin dance,Latin dance Samba enredo tutorial,LYKx3cGGPCw,https://www.youtube.com/watch?v=LYKx3cGGPCw,How to dance Batucada | International Samba Tutorial,"Hi guys, In this video Amanda explains step by step how to do a Batucada. Batucada is a substyle of samba and refers to an ...",375 Dance Studio,2020-08-24T17:59:19Z,159046,3104,91,PT9M39S,10,positive,1.0,10.0
Sanghyang,Ceremonial dance,Ceremonial dance Sanghyang tutorial,eJPumgqw_3o,https://www.youtube.com/watch?v=eJPumgqw_3o,Sanghyang Dedari - Desa Samsam  ||  Tari dan Musik Kreasi Tradisional x Modern,,Dwiky Pranata,2019-10-19T08:14:24Z,2230,56,3,PT10M43S,3,positive,0.6667,3.0
Single Swing,Swing dance,Swing dance Single Swing tutorial,hCZy7UpIj2c,https://www.youtube.com/watch?v=hCZy7UpIj2c,"How to Jitterbug Single Swing: Center, Rhythm, Movement",This video will explain the Rhythm and Movement used in Single Time Swing or Jitterbug. You will also learn how to Center ...,DrDanceRight,2014-06-30T18:37:53Z,535657,2118,52,PT12M26S,10,positive,1.0,10.0
Skip Jive,Swing dance,Swing dance Skip Jive tutorial,-JCJUaoRPLI,https://www.youtube.com/watch?v=-JCJUaoRPLI,Basic Jive Exercises - Swing and Jumping Style,Basic Jive Exercises - Swing and Jumping Style / Latin and Ballroom Dancing Share this video: https://youtu.be/-JCJUaoRPLI ...,Egils Smagris,2016-03-22T13:47:37Z,929690,5036,112,PT7M3S,10,positive,0.9,10.0
Slow dance,Social dance,Social dance Slow dance tutorial,S1qp7r99DcE,https://www.youtube.com/watch?v=S1qp7r99DcE,"How to Slow Dance With a Girl (Weddings, Proms, Parties)","How to slow dance with a girl at any occasion!! How to slow dance with a girl at prom, at a wedding or at any social event!",Ballroom Feed,2020-09-06T10:00:11Z,3622377,89920,2832,PT12M29S,10,positive,0.4,10.0
Square dance,Social dance,Social dance Square dance tutorial,p-wDn9QRjJ0,https://www.youtube.com/watch?v=p-wDn9QRjJ0,Video Square Dance Lessons - Mainstream Lesson #1A,"Defines Heads, Sides, Positions 1,2,3,4; Learn to Circle Left/Right, Do Sa Do, Forward & Back, Swing, Promenade, Promenade ...",cyberpoint,2011-04-23T01:49:58Z,783720,1576,47,PT5M3S,10,neutral,0.5,10.0
St. Louis Shag,Swing dance,Swing dance St. Louis Shag tutorial,FZFHqz08ZAg,https://www.youtube.com/watch?v=FZFHqz08ZAg,Lindy Hop Class Recap: St Louis Shag variations and moves,"St. Louis Shag class from Christian & Jenny. Foot work options with the basic: single kick, double kick, hitch kick. Also shape ...",Byron Willis,2018-01-24T22:00:00Z,3194,45,0,PT4M21S,0,,0.0,
Stepping,American,American Stepping tutorial,OSa4tPmduk8,https://www.youtube.com/watch?v=OSa4tPmduk8,Let Us Show You How .... Chicago Style Stepping ... Effortless Steps,,Effortless Style Stepping,2015-01-20T21:22:43Z,1922313,18461,632,PT4M10S,10,positive,0.9,10.0
Sufi whirling,Ceremonial dance,Ceremonial dance Sufi whirling tutorial,2xl3WuSttGk,https://www.youtube.com/watch?v=2xl3WuSttGk,The Mysterious Sufi Whirling Dervish Dance!!,"Welcome to the mystical world of the Whirling Dervishes in Istanbul, Turkey! This ancient practice, also known as ""Sufi Whirling"" ...",Davidsbeenhere,2023-03-26T12:00:01Z,78777,569,85,PT10M32S,10,positive,1.0,10.0
Tap dancing,American,American Tap dancing tutorial,HZruz8wO0g8,https://www.youtube.com/watch?v=HZruz8wO0g8,TAP DANCE BASICS - 5 Steps EVERY Beginner should Master,In this video you will learn how to do 5 basic tap dance steps that are the foundational elements of the style. You will also learn ...,The Dance Prof,2018-03-11T00:00:01Z,425730,11928,289,PT9M31S,10,positive,0.9,10.0
Tejano dance,Latin dance,Latin dance Tejano dance tutorial,yKx5AW7doqw,https://www.youtube.com/watch?v=yKx5AW7doqw,"DESPACITO CUMBIA Line Dance   2019 Vandoeuvre, France Weekend Workshop with Ira Weisburd","DESPACITO CUMBIA aka ""Cumbia Tempestad"" Line Dance Choreographed by Ira Weisburd (USA)",Ira Weisburd,2020-02-19T22:42:41Z,8333968,73526,1245,PT4M20S,10,positive,0.9,10.0
Turfing,Street dance,Street dance Turfing tutorial,pmi_Q2RXqjk,https://www.youtube.com/watch?v=pmi_Q2RXqjk,Week 1: Master the Bounce | TurfShop Dance Tutorials,"Welcome to the first episode of the TurfShop Tutorials! Turfing isn't just a dance—it's a movement, a culture, and a way to ...",The.TurfShop,2025-01-30T22:00:39Z,599,48,5,PT6M46S,4,positive,1.0,4.0
Turkey trot,Novelty and fad dances,Novelty and fad dances Turkey trot tutorial,ldau1pmuOak,https://www.youtube.com/watch?v=ldau1pmuOak,4 DANCE FADS FOR FALL | Exercise Ideas Inspired by Thanksgiving to Improve Coordination | Movement,Pediatric occupational therapist Amy Baez demonstrates four dance fads inspired by a Thanksgiving theme. You may also be ...,Playapy,2020-11-12T13:00:31Z,773,12,0,PT5M23S,0,,0.0,
Turkish belly dance,Belly dance,Belly dance Turkish belly dance tutorial,QjKxF8kDB6w,https://www.youtube.com/watch?v=QjKxF8kDB6w,DO THIS AND BOOST YOUR BELLY DANCE | TURKISH HIP TWISTS | BIG HAIR FLICKS | SIDE ABDOMINAL WORK OUT,DO THIS AND BOOST YOUR BELLY DANCE | TURKISH HIP TWISTS | BIG HAIR FLICKS | SIDE ABDOMINAL WORK OUT ...,Melissa BellyDance,2021-07-25T11:00:10Z,2764,132,10,PT12M35S,8,positive,0.875,8.0
Tutting,Street dance,Street dance Tutting tutorial,5QkCBJ1GJtc,https://www.youtube.com/watch?v=5QkCBJ1GJtc,TUT-orial | Learn the Basics of Tutting + Combo | Beginner Level,TUT-orial | Learn the Basics of Tutting + Combo | Beginner Level Hope you guys enjoyed my tutting tutorial! It was fun so let me ...,JustMaiko Vlogs,2016-03-23T13:40:55Z,2075563,65180,1421,PT6M11S,10,positive,0.9,10.0
Twist,Novelty and fad dances,Novelty and fad dances Twist tutorial,_fPwr3lVzlg,https://www.youtube.com/watch?v=_fPwr3lVzlg,13 Popular Party Dances,A medley of popular dances through the decades that have specific dance moves (as opposed to general repetitive moves like the ...,Kathy Makattack,2020-10-25T04:00:04Z,48242,357,11,PT5M23S,7,positive,0.2857,7.0
Uprock,Street dance,Street dance Uprock tutorial,B_hSXH7oJnk,https://www.youtube.com/watch?v=B_hSXH7oJnk,Learn How To Uprock | Drops | Rob Nasty (Forever We Rock),"Details: Here is a Tutorial on a basic Uprocking move called ""Drops."" If you don't know, Uprocking is different from Top Rocking.",VincaniTV,2014-10-08T15:21:07Z,221881,3110,73,PT5M6S,10,positive,0.9,10.0
Vintage dance,Other,Other Vintage dance tutorial,LLYcTMX0GlQ,https://www.youtube.com/watch?v=LLYcTMX0GlQ,How to Do The Twist Chubby Checker Style (1961 Dance Tutorial),Want to learn how to do The Twist like they did in the '60s? This vintage demonstration from Australian pop music television series ...,Rock & Roll Hall of Fame,2025-08-06T19:25:58Z,20162,272,15,PT5M12S,10,positive,1.0,10.0
Vogue,Street dance,Street dance Vogue tutorial,nQcYWBrV10U,https://www.youtube.com/watch?v=nQcYWBrV10U,Madonna - Vogue - Choreographed by Dean Lee,Madonna - Vogue Choreographed by Dean Lee Twitter: @DeanAnthLee Insta: @DeanAnthLee E-mail: ...,D E A N L E E,2014-10-28T11:09:54Z,671784,7126,388,PT4M19S,10,positive,0.3,10.0
Waacking,Disco Soul dance,Disco Soul dance Waacking tutorial,_E7SMkgHcsM,https://www.youtube.com/watch?v=_E7SMkgHcsM,CERA VS YOON JI | SEMI FINAL | WAACKING ADULT | STREET BEAT 2024,"STREET BEAT 2024 Seoul, Republic of Korea     11~13 Oct, 2024 - DAY1: Locking Workshop, Locking Conference DAY2: ...",WAYUP,2024-11-18T06:54:25Z,14008143,47513,1736,PT4M39S,10,positive,0.9,10.0
West Coast Swing,Swing dance,Swing dance West Coast Swing tutorial,hEzyT0LJ8F4,https://www.youtube.com/watch?v=hEzyT0LJ8F4,West Coast Swing Basic Steps (Everyone teaches this wrong),Try X Dance FREE: https://xdance.com In this video we teach you how to dance West Coast Swing Basic Steps and give you a ...,Country Dance X,2019-07-11T22:58:17Z,780289,12491,275,PT14M20S,10,positive,1.0,10.0
Zapateado (Mexico),Latin dance,Latin dance Zapateado (Mexico) tutorial,MNhax1i24Wg,https://www.youtube.com/watch?v=MNhax1i24Wg,COMO BAILAR EL ZAPATEADO | HUAPANGO 💃 (DESDE CERO) ✅,Aprende a hacer el zapateado de huapango ✓ Clases de Cumbia Salsa y Bachata desde Cero en: ...,Baila Facilito,2021-10-10T00:00:10Z,1280260,22762,147,PT5M28S,10,positive,0.9,10.0
Zouk,Latin dance,Latin dance Zouk tutorial,qbPzvHAGvm4,https://www.youtube.com/watch?v=qbPzvHAGvm4,How to Do the Zouk Infinity Step | Latin Dance,Full Playlist: https://www.youtube.com/playlist?list=PLLALQuK1NDrhtJSO_qES-DBuCLeh_tAYc - - Like these Ballroom Dance ...,Howcast,2013-08-20T01:32:59Z,161196,1142,29,PT5M28S,10,positive,0.7,10.0
